University,Type ,Index_faculty_number component,Index_salary component,Final_index,Year,Rank,Rank for gender,Rank for salary
Denison University,private,0.782876449,0.970407436,85.78888436,2018,15,17,22
Colby College,private,0.785116638,0.97036667,85.92166507,2018,14,15,23
Bowdoin College,private,0.751814572,0.970101401,83.91293037,2018,23,23,24
Macalester College,private,0.863222695,0.969701208,90.58140998,2018,2,2,25
Swarthmore College,private,0.84049212,0.96767308,89.13645041,2018,5,4,26
Skidmore College,private,0.78175353,0.966982018,85.58449249,2018,16,18,27
Vanderbilt University,private,0.567485254,0.965445577,72.66693831,2018,66,71,28
Rensselaer Polytechnic Institute,private,0.34262775,0.964780695,59.14889282,2018,93,96,29
Lawrence University,private,0.629079168,0.964009382,76.30512535,2018,51,59,30
Middlebury College,private,0.710303892,0.96392906,81.1753959,2018,33,35,31
Boston University,private,0.650683488,0.963763434,77.59154666,2018,46,50,32
Hamilton College,private,0.569805536,0.963305441,72.72054981,2018,64,69,33
Colorado College,private,0.606032275,0.962856581,74.87619973,2018,57,65,34
Haverford College,private,0.633659593,0.962580957,76.52281389,2018,50,56,35
Wheaton College,private,0.557352663,0.961139641,71.88674541,2018,68,73,36
Reed College,private,0.671708684,0.959822413,78.69541754,2018,40,42,37
Occidental College,private,0.862696216,0.957959779,90.08016409,2018,3,3,38
Mount Holyoke College,private,0.822473224,0.957497572,87.64829629,2018,10,8,39
Northeastern University,private,0.520335959,0.956759345,69.49053137,2018,73,76,40
Bates College,private,0.788705981,0.955088219,85.52588762,2018,17,12,41
Pomona College,private,0.755478189,0.953396335,83.46454475,2018,25,22,42
Yale University,private,0.558776168,0.953240372,71.65618491,2018,70,72,43
Rice University,private,0.396622406,0.953179574,61.92452734,2018,88,90,44
George Washington University,private,0.71164464,0.951799368,80.77065309,2018,35,34,45
Illinois Wesleyan University,private,0.666405024,0.949890911,77.97993783,2018,43,45,46
Cornell University,private,0.480474162,0.949341743,66.80211947,2018,77,81,47
Smith College,private,0.803702325,0.94728639,86.1135951,2018,13,11,48
Davidson College,private,0.718018753,0.946573824,80.94407814,2018,34,33,49
Stanford University,private,0.395245594,0.944727779,61.50384675,2018,89,91,50
Cooper Union for the Advancement of Science and Art,private,0.367799935,0.944000782,59.82802737,2018,92,93,51
Amherst College,private,0.787283932,0.942914227,84.95360496,2018,18,13,52
Lafayette College,private,0.569453464,0.940953395,71.80534363,2018,69,70,53
Rhode Island School of Design,private,0.777568196,0.939599752,84.23808184,2018,20,19,54
Vassar College,private,0.905893753,0.938316848,91.88629909,2018,1,1,55
University of Miami,private,0.507370654,0.936907106,67.91852346,2018,75,78,56
Brown University,private,0.456352845,0.936598481,64.84510993,2018,82,84,57
Oberlin College,private,0.767684298,0.934872636,83.45596331,2018,26,20,58
Columbia University in The City Of New York,private,0.640343296,0.931301377,75.6726528,2018,53,55,59
Harvey Mudd College,private,0.512391415,0.930162545,67.94998673,2018,74,77,60
Wake Forest University,private,0.630980709,0.929361255,75.0332927,2018,56,57,61
Case Western Reserve University,private,0.59225749,0.929020952,72.69628748,2018,65,67,62
California Institute of Technology,private,0.254321838,0.927574086,52.36227368,2018,99,100,63
Williams College,private,0.747203384,0.927258558,81.92254538,2018,30,27,64
Georgetown University,private,0.663647621,0.925722072,76.84774011,2018,48,47,65
Yeshiva University,private,0.61498365,0.925302117,73.91110365,2018,60,63,66
Johns Hopkins University,private,0.679810048,0.925018053,77.789325,2018,44,41,67
Washington University in St Louis,private,0.397658335,0.92482913,60.85266532,2018,91,89,68
University of Dayton,private,0.644144358,0.924524557,75.62964375,2018,54,52,69
Boston College,private,0.709396857,0.923120188,79.48861896,2018,36,37,70
Santa Clara University,private,0.645518211,0.91966838,75.51782787,2018,55,51,71
Emory University,private,0.70815655,0.918206423,79.21764992,2018,37,38,72
Villanova University,private,0.665536114,0.917070738,76.61499637,2018,49,46,73
Harvard University,private,0.424577819,0.915890856,62.11030338,2018,86,87,74
Trinity University,private,0.747412459,0.914597624,81.42865249,2018,32,26,75
Claremont McKenna College,private,0.61646653,0.914450502,73.56601183,2018,62,62,76
University of Tulsa,private,0.47701176,0.91351175,65.1611756,2018,80,82,77
University of Notre Dame,private,0.365405761,0.911194721,58.37213449,2018,94,94,78
Princeton University,private,0.4439522,0.910769955,63.06793022,2018,85,85,79
Washington and Lee University,private,0.611348043,0.907866547,72.99554444,2018,63,64,80
Duke University,private,0.628562724,0.907350723,74.00779234,2018,59,60,81
Worcester Polytechnic Institute,private,0.427820348,0.907019846,61.95001474,2018,87,86,82
Stevens Institute of Technology,private,0.364481979,0.903039713,57.99050728,2018,96,95,83
University of Richmond,private,0.709585437,0.902041849,78.65680018,2018,41,36,84
Northwestern University,private,0.579899686,0.900684845,70.82137495,2018,72,68,85
University of Pennsylvania,private,0.423503266,0.89972582,61.39922875,2018,90,88,86
Loyola Marymount University,private,0.668114691,0.898516152,76.02752753,2018,52,43,87
Lehigh University,private,0.503350305,0.896004186,66.04118573,2018,79,79,88
Brigham Young University-Provo,private,0.25941756,0.895848392,51.39898926,2018,100,99,89
Tulane University of Louisiana,private,0.630073613,0.895562232,73.62690607,2018,61,58,90
New York University,private,0.642580739,0.893979153,74.31401045,2018,58,54,91
Southern Methodist University,private,0.468980946,0.884564075,63.52141978,2018,84,83,92
University of Rochester,private,0.537370797,0.880811141,67.47469347,2018,76,74,93
Pepperdine University,private,0.698481092,0.878495427,77.04868261,2018,47,39,94
University of Southern California,private,0.598234453,0.875683589,70.92141074,2018,71,66,95
Babson College,private,0.624388141,0.872375611,72.35831291,2018,67,61,96
University of Chicago,private,0.527668854,0.865991747,66.2998011,2018,78,75,97
Carnegie Mellon University,private,0.37323557,0.861122365,56.83902875,2018,97,92,98
Dartmouth College,private,0.490879356,0.859245494,63.82258108,2018,83,80,99
Pitzer College,private,0.722361698,0.540820849,64.97453588,2018,81,32,100
